Unnamed:_0,Wedding_Type,Place,Cost_of_Type,Clothes_Bride,Clothes_Groom,Photography,Decor,Decor_Category,Entertainment,Entertainment_Category,Giftsper_piece,Gifts_Category,Invitations_Cards,Cards_Category
2113,7,19,5519739,605355,517640,124689,411814,1,174460,3,2895,1,935,2
2114,1,1,3790248,78960,30183,264683,469158,1,283682,0,3949,1,427,1
2115,7,18,6205569,299592,506688,240032,418728,1,499677,0,2625,1,524,0
2116,2,15,87221,21000,6402,150479,57852,2,497066,0,720,0,947,2
2117,3,1,4750045,110945,28138,209413,287294,0,420787,0,2393,1,843,2
2119,6,8,562486,97423,173586,216279,369802,0,121753,3,624,0,783,0
2120,5,16,8624403,332646,110696,37376,318509,0,189362,3,1924,3,720,0
2121,2,2,97699,15124,10950,102090,471092,1,73912,2,4132,2,245,1
2122,7,5,7250065,596060,566802,30023,185599,3,445682,0,2083,1,918,2
2123,3,11,1756951,113890,50138,259653,158181,3,313838,0,4952,2,551,0
2124,7,14,5006282,305717,106150,91490,586894,1,195875,3,888,0,210,1
2125,2,9,73083,18622,9548,218837,252689,0,244597,3,3505,1,304,1
2126,5,2,11388827,165408,315000,291939,417085,1,266144,0,4792,2,116,1
2127,0,10,3613102,590082,136298,201882,510366,1,107399,3,2638,1,659,0
2128,8,18,1961174,58207,41619,202623,595609,1,30213,2,3489,1,672,0
2129,2,11,51995,29417,10792,165209,413735,1,425161,0,1746,3,130,1
2130,6,19,658919,87899,467392,25884,468103,1,446204,0,2626,1,898,2
2131,7,12,8053222,316310,474896,195266,177544,3,162877,3,1914,3,74,3
2132,1,11,3063838,64902,40664,27656,591725,1,439983,0,3440,1,907,2
2133,6,10,372444,56660,194571,47999,58280,2,328575,0,1116,3,484,1
2134,7,4,5006879,767420,325204,261091,202057,0,36381,2,4715,2,491,1
2135,7,4,7831989,581906,599129,38376,170815,3,93407,2,4652,2,213,1
2136,8,13,3332208,159975,97626,27428,269944,0,303823,0,596,0,957,2
2137,6,13,540025,91601,456197,204778,587145,1,126363,3,1639,3,477,1
2138,3,7,2114087,101434,51135,108051,61653,3,340109,0,4411,2,490,1
2139,7,9,5021970,797193,348274,169040,84716,3,203687,3,662,0,314,1
2140,0,2,5475107,525065,132551,277922,537833,1,447538,0,4233,2,487,1
2142,3,8,2609089,150909,79928,75197,230475,0,200256,3,3905,1,177,1
2143,2,8,49701,17090,8839,263210,517513,1,449704,0,3965,1,710,0
2144,8,3,2720508,199275,144351,128584,407667,1,112787,3,622,0,51,3
2145,7,12,7820132,262969,398409,147876,494320,1,53032,2,4580,2,808,2
2146,7,16,5375813,634121,202573,102227,124151,3,158624,3,3995,1,348,1
2147,8,9,3356662,181996,99315,277039,328012,0,479833,0,4599,2,624,0
2148,3,16,4366335,154043,64266,115219,250192,0,74663,2,1200,3,267,1
2149,1,18,3522040,85148,92261,74437,294364,0,359858,0,4230,2,878,2
2150,8,8,3436822,95365,120008,23624,179587,3,26049,1,4072,2,722,0
2151,3,16,1750857,107693,31532,169009,238155,0,232864,3,4698,2,598,0
2152,0,14,5490987,596674,138783,274045,482071,1,62204,2,3167,1,430,1
2153,7,0,5280357,329710,494793,298016,269861,0,333007,0,4301,2,783,0
2154,3,3,4240422,167250,90394,171577,175632,3,437458,0,4775,2,515,0
2155,3,12,3415930,122642,54092,37953,370172,0,22498,1,3693,1,687,0
2156,1,7,2803265,89395,55330,209192,242415,0,429264,0,3606,1,182,1
2157,7,7,7616716,601923,440416,239108,565428,1,24091,1,891,0,201,1
2158,2,18,81772,23818,10795,91955,219509,0,458639,0,1714,3,866,2
2159,6,12,300834,58553,491839,118612,480561,1,236343,3,4460,2,140,1
2160,2,9,26650,27566,10627,81821,564963,1,260784,0,4179,2,929,2
2161,7,14,7319447,664008,286521,173305,369492,0,62314,2,1923,3,994,2
2162,4,0,4642156,136457,126481,273219,438808,1,366915,0,3830,1,525,0
2163,2,18,43049,27845,10887,244680,557701,1,185416,3,1370,3,712,0
2164,1,0,2955935,62297,85787,267902,287166,0,319657,0,4443,2,109,1
2165,6,14,651409,83541,310985,258317,374433,0,39043,2,3756,1,865,2
2166,3,15,4959024,174538,38652,67434,108075,3,488150,0,875,0,84,3
2167,8,2,2031887,69911,97805,212396,530307,1,394552,0,3269,1,907,2
2168,4,6,6797765,122258,137788,112938,357951,0,210278,3,4836,2,626,0
2169,5,3,7957959,748779,149741,170823,86250,3,162724,3,2063,1,339,1
2170,8,6,1743789,158142,71774,296631,457001,1,201998,3,4487,2,504,0
2171,0,15,3164025,624620,352761,125210,593215,1,240575,3,683,0,336,1
2172,1,17,1702927,79437,93115,142180,221325,0,161892,3,1139,3,129,1
2173,6,12,910801,76154,538126,175833,351173,0,138981,3,1054,3,282,1
2174,0,19,5594829,591424,355305,255613,500646,1,184571,3,4268,2,93,3
2175,4,12,4341310,229554,82894,208088,111915,3,340666,0,3629,1,238,1
2176,3,16,2476863,86467,39678,197701,301167,0,31401,2,3696,1,476,1
2177,0,15,3702073,653851,379519,55322,230055,0,302665,0,1384,3,850,2
2178,2,5,90986,21755,6316,231788,221220,0,180372,3,2150,1,140,1
2179,4,7,7210480,112846,92166,160322,512733,1,472432,0,1738,3,382,1
2180,2,7,61078,22094,9526,113713,95843,3,300626,0,4932,2,184,1
2181,1,6,3679390,91851,37601,104442,380641,0,264472,0,3875,1,482,1
2182,8,9,2302193,118618,41118,97316,135683,3,423497,0,2779,1,191,1
2183,0,18,5645622,702373,223912,118521,389222,0,367755,0,763,0,592,0
2184,1,6,3761232,69235,50943,38718,482169,1,180646,3,1970,3,751,0
2185,0,5,5852493,549777,233066,183389,69225,3,55284,2,3346,1,281,1
2186,8,17,2807973,85556,39242,78050,77588,3,212895,3,4769,2,491,1
2187,0,13,3143683,612527,129046,79920,116305,3,105995,3,701,0,176,1
2188,4,16,6841067,248739,137693,179676,377135,0,398835,0,778,0,886,2
2189,8,14,2713522,179699,118131,59996,133076,3,73624,2,4316,2,604,0
2190,7,14,6472284,785411,597444,283802,445135,1,38506,2,1802,3,189,1
2191,4,0,6532018,157065,82170,157277,404376,1,495967,0,3394,1,424,1
2192,4,12,7868382,246280,110579,45260,583999,1,183634,3,2160,1,179,1
2193,8,12,1737017,82112,41530,162806,114224,3,378128,0,3102,1,688,0
2194,8,6,2399076,119051,115140,54264,129916,3,212436,3,4104,2,432,1
2195,3,5,1813905,76592,72255,271931,405756,1,255909,0,3301,1,839,2
2196,2,7,77245,22606,11651,184109,160545,3,273752,0,3569,1,931,2
2197,5,19,9480985,991051,619432,219527,574603,1,109986,3,3388,1,411,1
2198,3,18,2862935,110052,64118,229699,493561,1,164657,3,3441,1,908,2
2199,0,10,3083747,681328,184867,244614,244564,0,456209,0,2031,1,891,2
2200,8,9,2617364,159886,133700,155546,133489,3,487431,0,918,0,408,1
2201,7,7,8898903,575875,459290,211948,61496,3,458343,0,4537,2,162,1
2202,7,15,5808679,466820,513540,104580,356452,0,451968,0,959,0,240,1
2203,6,16,520444,84102,322292,29354,137122,3,335471,0,1025,3,565,0
2204,0,19,3480442,653946,367813,114521,565351,1,62059,2,1351,3,822,2
2205,3,9,2171894,198479,42384,243488,157413,3,330965,0,3863,1,899,2
2206,1,18,3991969,63948,76613,94035,531873,1,399675,0,1378,3,585,0
2207,5,2,11625820,578901,446884,96267,166332,3,60694,2,1262,3,215,1
2208,5,4,11808455,884516,377257,256013,556317,1,51004,2,3794,1,413,1
2209,8,5,2992404,197319,93833,129820,213522,0,353227,0,3993,1,474,1
2210,8,3,1570127,145111,37248,110490,468484,1,326562,0,855,0,185,1
2211,8,0,1903988,162387,55976,178366,343487,0,366222,0,3086,1,419,1
2212,0,8,4373290,639947,340996,48848,561294,1,395389,0,1623,3,224,1
2213,0,14,3506541,577309,385074,287749,507166,1,349152,0,4901,2,303,1
2214,8,4,2934556,61202,130040,107930,170087,3,21815,1,2869,1,391,1
2215,6,14,317672,62274,298514,126567,456604,1,313022,0,4763,2,673,0
2216,8,4,2586949,170869,134344,297566,205792,0,301261,0,3569,1,357,1
2217,8,10,2064843,152124,47293,116989,194039,3,125093,3,2924,1,373,1
2218,4,10,4369743,136065,91926,21500,254145,0,94860,2,4718,2,892,2
2219,0,6,3776381,626971,252856,228072,441348,1,146396,3,4609,2,714,0
2220,4,7,6992525,226591,129531,150199,142726,3,394503,0,4113,2,762,0
2221,5,18,11312824,843760,127932,139713,414910,1,399387,0,4099,2,73,3
2222,4,4,7476058,116378,76183,128619,222144,0,223688,3,4497,2,144,1
2223,4,9,7585250,179118,129074,66784,383711,0,413148,0,4515,2,705,0
2224,2,16,16352,26027,7420,251413,152090,3,251383,0,4427,2,430,1
2226,2,0,54756,30104,8889,164956,306574,0,248345,3,3697,1,218,1
2227,2,15,47913,29303,5763,250009,394106,0,35529,2,900,0,298,1
2229,2,10,53296,25372,10573,25602,475225,1,265855,0,4751,2,849,2
2230,8,15,3252057,87234,119263,269440,59215,2,386439,0,4392,2,83,3
2231,5,8,7029737,955657,339260,100760,264570,0,45383,2,3943,1,315,1
2232,8,4,1742880,81402,118541,296887,78226,3,93862,2,1139,3,709,0
2233,3,16,2489290,187618,34651,184961,524438,1,74953,2,2979,1,183,1
2234,4,17,4900786,121955,119814,288474,400562,1,208778,3,701,0,964,2
2235,6,2,957188,78214,479390,279089,259695,0,271603,0,2493,1,316,1
2236,4,0,5294477,127814,77075,25791,261717,0,140905,3,1970,3,202,1
2237,6,14,975366,59086,135899,218570,193885,3,68128,2,2861,1,74,3
2238,2,4,88858,30182,8989,125161,447763,1,473124,0,2237,1,951,2
2239,1,8,3140516,72871,71982,277846,313496,0,445541,0,1540,3,752,0
2241,4,18,6530827,195017,77494,289435,409420,1,205528,3,897,0,515,0
2242,8,9,3063899,81663,84434,219397,439138,1,494847,0,4927,2,748,0
2243,6,1,877873,53840,350213,59155,138638,3,448823,0,1596,3,741,0
2244,8,12,3303039,133737,133341,55412,86332,3,344087,0,1941,3,757,0
2245,6,9,586540,56758,59185,182013,583435,1,421456,0,1910,3,213,1
2246,5,0,7309256,598795,72844,20492,431145,1,348105,0,2161,1,580,0
2247,4,5,5685355,110607,102907,255324,374109,0,70809,2,1092,3,224,1
2248,4,2,4511998,190875,140102,203061,149559,3,385084,0,4933,2,410,1
2249,6,3,322308,52500,246727,105047,441827,1,122060,3,1006,3,954,2
2251,5,13,6309989,698164,580624,289580,507989,1,391093,0,3557,1,423,1
2252,6,5,519165,88955,414753,25353,168734,3,444720,0,4364,2,871,2
2253,6,18,793822,81274,185955,216408,201789,0,369822,0,1450,3,936,2
2254,8,12,1986183,81098,89790,291311,543117,1,128942,3,1738,3,106,1
2255,1,17,3236909,72151,76111,165250,382419,0,86558,2,4620,2,592,0
2256,3,1,4240967,103146,51801,25710,125734,3,80743,2,4508,2,319,1
2257,7,8,6753982,733014,196831,56454,279740,0,221697,3,4297,2,728,0
2258,0,13,4564621,674372,268615,284977,453767,1,56277,2,3631,1,785,0
2259,3,11,2090489,108537,56845,150099,58776,2,140159,3,4921,2,622,0
2260,8,1,2056638,104695,148694,227374,452057,1,112390,3,2755,1,625,0
2261,1,11,2490757,80964,47694,61159,311666,0,159728,3,2066,1,712,0
2262,8,17,2012166,195785,107678,101233,101815,3,318216,0,3887,1,782,0
2263,1,16,2395641,55062,81474,287016,458663,1,78969,2,4631,2,507,0
2264,3,11,2176498,165340,48491,25219,140782,3,78815,2,3791,1,481,1
2265,0,5,3547470,648231,374027,24542,118714,3,364187,0,980,0,292,1
2266,2,18,56752,26956,5308,225976,67144,3,356419,0,3419,1,864,2
2267,0,15,3298219,553277,392886,141714,91894,3,408645,0,3097,1,358,1
2268,2,6,15387,18538,6168,33582,496049,1,63943,2,529,0,499,1
2269,2,2,96241,17149,10723,271754,406958,1,425491,0,916,0,826,2
2270,2,13,58727,24031,11548,140708,141323,3,275415,0,1108,3,874,2
2271,4,7,7939577,213688,129801,228412,475724,1,233085,3,3262,1,426,1
2272,2,16,87329,25426,6066,189286,501513,1,91711,2,3974,1,754,0
2273,8,16,2737644,139502,133598,81763,217311,0,145088,3,3899,1,489,1
2274,6,10,863933,91977,511059,25922,344906,0,281046,0,4497,2,246,1
2275,6,4,892680,75540,321388,237235,576666,1,241100,3,1186,3,146,1
2276,8,15,2338366,167459,128850,159015,588394,1,255974,0,820,0,547,0
2277,1,3,3278590,64095,49505,55817,236333,0,367448,0,1272,3,950,2
2278,0,7,3604631,681257,360693,51388,110886,3,139738,3,2895,1,863,2
2279,4,11,4017978,152049,94175,180186,334877,0,160332,3,780,0,487,1
2280,4,11,5864266,158605,100014,225280,388701,0,102555,3,3941,1,850,2
2281,8,8,2432044,167762,58580,44043,400100,1,449505,0,2651,1,911,2
2282,0,17,4262480,541228,208166,164653,566563,1,322042,0,641,0,695,0
2283,1,18,2463477,51184,64682,199745,379343,0,353855,0,3567,1,255,1
2284,2,1,77557,17511,6253,98154,551854,1,487799,0,4509,2,407,1
2285,3,2,3589341,137921,46080,186548,391808,0,95605,2,2839,1,783,0
2286,2,7,77812,17150,10764,198422,219268,0,499380,0,4474,2,51,3
2287,7,1,6172826,818079,119726,84786,144790,3,173722,3,3857,1,53,3
2288,8,12,3427780,174421,148731,277637,487774,1,241622,3,2779,1,551,0
2289,1,16,2971368,92796,42511,282412,166797,3,161792,3,2616,1,687,0
2290,5,6,5754447,805827,266304,97132,188381,3,123792,3,3559,1,700,0
2291,1,2,1928312,81582,79689,159351,115373,3,70440,2,3470,1,594,0
2292,6,9,461171,85079,426087,111934,138515,3,45445,2,1830,3,819,2
2293,7,18,5161680,650472,397804,154223,496646,1,121895,3,4155,2,537,0
2294,2,8,58328,16310,9158,145976,253841,0,371818,0,2716,1,475,1
2295,0,8,5479412,691365,127122,232077,240984,0,370731,0,4755,2,841,2
2296,3,19,4779816,175315,50132,67208,529430,1,376912,0,745,0,618,0
2297,7,18,5238942,691669,130709,151989,213407,0,188533,3,1379,3,208,1
2298,6,1,688865,77848,297540,244855,223711,0,327394,0,2104,1,66,3
2299,4,12,7284913,123698,139089,298384,538583,1,88795,2,4890,2,162,1
2300,8,2,2852706,94364,34834,100663,166887,3,95208,2,3929,1,185,1
2301,1,0,1768751,64011,93597,299068,390847,0,491337,0,575,0,779,0
2302,6,16,644974,57420,556360,52664,427481,1,99303,2,2225,1,84,3
2303,7,4,5533585,550191,307803,251070,83837,3,282928,0,4002,2,972,2
2304,2,1,82777,19345,8696,32581,110751,3,489164,0,2922,1,206,1
2305,3,19,2025376,126254,88330,257938,109589,3,374222,0,1814,3,433,1
2306,8,2,3015933,126073,110293,62735,169387,3,134527,3,2665,1,672,0
2307,4,5,7707714,209998,110351,171957,274863,0,364324,0,1028,3,610,0
2308,8,13,2494458,127191,66615,253522,442685,1,114609,3,2317,1,838,2
2309,4,2,3913070,208137,71188,92600,376148,0,245943,3,2216,1,196,1
2310,1,0,2061490,72815,42349,91157,436246,1,189027,3,4814,2,163,1
2311,6,5,642717,82924,593063,265223,138470,3,344367,0,1646,3,472,1
2312,7,3,8988317,271613,350714,56156,96297,3,432172,0,1935,3,710,0
2313,0,3,4404050,627310,164189,89030,339697,0,122729,3,4630,2,269,1
2314,5,3,5700407,683319,408455,293026,459282,1,485827,0,1269,3,721,0
2315,1,17,3607269,60370,87299,242950,440070,1,125423,3,3553,1,298,1
2316,7,18,8597780,585423,248057,282343,91474,3,317312,0,4116,2,391,1
2317,8,3,2069517,132717,145579,274299,368445,0,308982,0,1673,3,556,0
2318,8,11,2003164,158754,102621,103939,56045,2,93482,2,4922,2,413,1
2319,0,4,4381957,540656,388539,48275,310415,0,293857,0,3891,1,680,0
2320,2,6,31772,22147,12099,36328,241062,0,343775,0,892,0,945,2
2321,3,19,2808158,181236,80806,285531,518690,1,239963,3,2057,1,92,3
2322,1,16,3192365,67974,38474,212873,596243,1,41768,2,2272,1,571,0
2323,1,4,3324312,74156,44352,208571,487800,1,263477,0,3165,1,848,2
2324,6,10,640156,90836,533015,77230,585337,1,206212,3,4749,2,873,2
2325,6,8,773913,60568,105544,160191,566851,1,32034,2,1236,3,834,2
2326,6,7,732072,92825,125581,250741,266670,0,153049,3,3758,1,248,1
2327,2,7,75831,18284,5630,252059,413112,1,64969,2,4832,2,703,0
2328,3,17,2794422,191884,40619,122694,358429,0,422138,0,4193,2,131,1
2329,2,1,89974,22860,10736,45631,448258,1,187854,3,4978,2,453,1
2330,7,18,7084274,789903,416947,112054,535140,1,375053,0,3218,1,375,1
2331,6,16,831871,90478,104146,109009,403257,1,350886,0,952,0,666,0
2332,0,13,3198484,539690,188898,59468,470134,1,201052,3,974,0,369,1
2333,8,9,3035594,139689,147332,207676,98551,3,45667,2,4744,2,63,3
2334,8,1,1830309,72590,39939,140008,332282,0,109501,3,4764,2,800,2
2335,8,13,2769827,146606,25866,220242,448682,1,128978,3,2327,1,975,2
2336,3,2,3920412,145708,49193,113049,318144,0,330961,0,610,0,129,1
2337,6,17,403995,78395,586181,116418,469948,1,359262,0,3259,1,205,1
2338,2,19,16714,18957,11169,299125,234219,0,232117,3,3907,1,627,0
2339,5,10,10828840,903267,384609,20503,594624,1,141273,3,1429,3,985,2
2340,3,2,3111703,125573,31065,90673,502027,1,223975,3,1030,3,655,0
2341,8,15,2496586,79299,104177,132185,317117,0,70031,2,2541,1,726,0
2342,7,1,8634093,658655,542359,99178,91293,3,252018,0,869,0,905,2
2343,8,11,2728782,100382,104660,127236,537779,1,227488,3,4843,2,578,0
2344,3,10,1689313,144837,98871,30482,157731,3,59248,2,1545,3,230,1
2345,7,10,6230384,787877,468794,251821,342119,0,376384,0,2661,1,398,1
2346,6,8,833554,61477,433337,166386,541415,1,302817,0,508,0,976,2
2347,1,8,3840601,70905,87316,84072,519538,1,234902,3,3512,1,247,1
2348,5,14,8278591,463569,418542,103666,481232,1,199705,3,2283,1,464,1
2349,0,10,3259886,561149,197929,134049,77963,3,69450,2,2611,1,995,2
2350,7,5,7358057,623032,134030,175249,480946,1,223243,3,1678,3,594,0
2351,8,14,3104579,71157,135973,127179,94564,3,92383,2,533,0,884,2
2352,0,16,3742268,585670,252839,67211,91795,3,272366,0,4916,2,712,0
2353,1,11,3678074,91755,49461,106280,145157,3,135166,3,1134,3,218,1
2354,5,15,11318441,576734,517732,145769,153477,3,374644,0,1130,3,315,1
2355,2,10,57739,18282,12164,21874,544775,1,106170,3,3235,1,385,1
2356,7,16,8984881,615870,132484,145160,277021,0,364911,0,678,0,356,1
2357,5,1,8972454,981476,474424,227139,383477,0,300565,0,4045,2,121,1
2358,6,0,272517,64293,502882,131863,364431,0,396791,0,2167,1,568,0
2359,6,14,351956,86320,80173,74262,415788,1,41852,2,2622,1,957,2
2360,6,5,532114,94389,324695,86997,322790,0,218080,3,3715,1,895,2
2361,8,2,2505730,62455,97497,166006,136009,3,368059,0,638,0,742,0
2362,3,17,3739336,173555,74779,229845,318374,0,55554,2,4613,2,738,0
2363,7,6,7365551,870222,400034,158014,133334,3,274174,0,3097,1,964,2
2364,1,6,3419774,86481,74175,121647,365911,0,319215,0,501,0,387,1
2365,4,2,3533715,155539,86451,40684,577513,1,225669,3,668,0,982,2
2366,6,8,807261,82418,358157,234555,192624,3,326959,0,3684,1,804,2
2367,7,7,8937348,805341,191641,297890,260010,0,415826,0,4975,2,307,1
2368,6,3,545453,84488,199552,158748,383713,0,45734,2,4806,2,597,0
2369,3,8,2171376,109140,95453,227685,509813,1,346310,0,1694,3,704,0
2370,3,3,2609531,139738,97097,68708,378587,0,96099,2,2594,1,636,0
2371,3,14,4583289,151607,38153,24580,452051,1,339027,0,3124,1,580,0
2372,6,1,273849,57163,432787,77186,287741,0,275582,0,4693,2,806,2
2373,7,17,5529962,294596,214034,203167,254930,0,77329,2,3035,1,121,1
2374,8,5,2294016,187771,99684,206390,190820,3,227637,3,4828,2,154,1
2375,5,8,8263181,601004,530400,286829,214361,0,168567,3,4143,2,698,0
2376,8,19,3306023,71240,89451,41763,134813,3,201663,3,1940,3,503,0
2377,6,17,865802,76180,134325,217787,233435,0,187740,3,2218,1,187,1
2378,8,3,2556598,140088,111023,61368,551098,1,81784,2,2581,1,843,2
2379,4,10,4044039,166136,92409,92246,451544,1,25770,1,4345,2,272,1
2380,4,19,6809878,165198,96851,281718,362371,0,480298,0,3903,1,789,0
2381,3,17,3175101,197260,41145,226075,549352,1,429926,0,2020,1,348,1
2382,1,9,2210349,81026,43273,295382,383644,0,71359,2,1881,3,665,0
2383,3,0,3708566,90006,91029,178373,574597,1,190295,3,721,0,718,0
2384,6,18,271861,91226,167660,234855,151875,3,26817,1,4243,2,788,0
2385,8,9,2394148,54418,35040,141898,274081,0,445021,0,1128,3,217,1
2386,3,16,3474678,192454,34700,35403,277418,0,460708,0,3685,1,455,1
2387,4,18,4958266,135676,148163,255393,596086,1,110095,3,1242,3,220,1
2388,0,9,4820382,569938,239150,275014,157448,3,254488,0,3991,1,279,1
2390,4,4,6449265,174503,98214,115367,584336,1,47739,2,1064,3,565,0
2391,3,0,3758108,77780,43457,66212,250375,0,205051,3,4133,2,559,0
2392,3,6,2500102,94955,67499,271549,219610,0,255728,0,594,0,151,1
2393,3,3,3940351,103471,84142,159800,571930,1,279108,0,1431,3,737,0
2394,2,5,43657,30046,11204,290495,582039,1,231964,3,1016,3,820,2
2395,7,12,7187603,337213,397316,141422,210272,0,175127,3,1321,3,682,0
2396,6,7,980719,65300,246288,165422,85080,3,336533,0,3913,1,483,1
2397,8,9,2021503,181257,146764,90413,63214,3,23649,1,905,0,384,1
2398,3,11,2831243,198817,57253,82362,157881,3,319749,0,528,0,592,0
2399,7,2,6461106,895842,430047,107556,221344,0,467777,0,4986,2,159,1
2400,6,5,655164,94897,363340,47800,80639,3,394065,0,4418,2,431,1
2401,2,0,81082,21121,11382,262584,98141,3,476467,0,3808,1,442,1
2402,6,19,761413,83024,449412,114005,416434,1,54334,2,4800,2,470,1
2403,2,3,39746,23798,8439,31939,268195,0,350029,0,4253,2,181,1
2405,3,0,4936529,164054,96670,243577,462020,1,216057,3,4749,2,435,1
2408,4,8,6690741,137676,149608,179642,548845,1,26487,1,1508,3,429,1
2409,7,6,8697236,747349,292367,29083,461169,1,493996,0,4081,2,486,1
2410,1,13,3510499,72341,48458,155004,297008,0,290269,0,3534,1,675,0
2411,5,8,7085400,647873,161574,293974,60709,3,480135,0,3746,1,748,0
2412,1,4,3151201,88131,52699,218892,217498,0,87026,2,1431,3,252,1
2413,7,13,8841869,312062,157033,124973,107896,3,87550,2,2023,1,828,2
2414,7,0,8925278,336087,511171,60512,334692,0,227106,3,1553,3,585,0
2415,3,10,1671906,152846,77951,261159,324416,0,366633,0,3896,1,298,1
2416,7,17,5930258,700426,419548,252232,318115,0,411049,0,4061,2,389,1
2417,6,11,921665,76236,395321,279311,286048,0,74323,2,3063,1,259,1
2418,7,4,5763983,767698,591434,21350,291498,0,25412,1,2966,1,530,0
2419,8,7,2268873,118289,81776,299466,396149,0,52123,2,4445,2,526,0
2420,3,16,1709657,98430,70070,24806,390628,0,460779,0,3987,1,792,0
2421,2,6,55416,16340,8545,280588,192378,3,314555,0,884,0,793,0
2422,4,14,4744416,167189,128868,42838,77322,3,429729,0,4048,2,177,1
2423,3,13,2009909,109236,89890,263297,69944,3,146654,3,4974,2,974,2
2424,1,14,3185637,84172,92949,79023,464146,1,221102,3,985,0,911,2
2425,7,12,5887839,356501,258452,85941,554365,1,118604,3,4857,2,118,1
2426,0,6,3364556,530992,243210,81700,425024,1,43293,2,2962,1,901,2
2427,0,15,4113523,683494,103638,96808,108594,3,478744,0,1871,3,542,0
2428,7,6,8495581,462643,283050,97528,365065,0,315949,0,1555,3,806,2
2429,6,9,506423,59651,61121,194845,420674,1,228766,3,2524,1,730,0
2430,4,18,5740789,107278,78352,171878,337731,0,217981,3,1532,3,137,1
2431,8,13,3457421,88821,119575,203035,341047,0,268098,0,1866,3,826,2
2432,4,3,4914591,105098,91627,101988,230486,0,90139,2,1369,3,262,1
2433,5,18,7694088,339816,446970,167406,172300,3,472482,0,2000,1,535,0
2434,0,8,5699995,666472,117381,128054,538089,1,117367,3,4181,2,537,0
2435,0,16,5126965,610065,388433,229448,284712,0,331840,0,1673,3,777,0
2436,2,10,65695,16804,9439,126483,321887,0,129130,3,2134,1,263,1
2437,1,7,2709006,55412,42093,270037,411477,1,182756,3,4885,2,864,2
2438,7,6,6455718,339275,271034,22439,328189,0,203236,3,654,0,795,0
2439,2,11,39777,15720,6594,219526,184360,3,491787,0,3367,1,419,1
2440,0,8,4150907,634969,135104,294135,85262,3,282443,0,1613,3,335,1
2441,1,11,2402506,69636,78858,175836,403911,1,418433,0,583,0,243,1
2442,3,5,2981038,175064,42747,186624,203066,0,411277,0,2759,1,654,0
2443,0,19,3350470,512911,258598,81446,161508,3,288256,0,3451,1,592,0
2444,6,7,568954,89633,136357,146233,526391,1,125897,3,864,0,341,1
2445,8,16,2872894,62067,107426,29503,321801,0,176966,3,3588,1,456,1
2446,6,13,477240,74365,561081,280731,60732,3,269479,0,571,0,275,1
2447,5,13,9384334,378908,488855,150395,391463,0,164528,3,2692,1,447,1
2449,1,12,3233554,58088,83758,268969,457861,1,205031,3,1047,3,334,1
2450,4,19,3886032,185621,97630,130447,152172,3,309792,0,4658,2,699,0
2451,0,8,4748130,552280,295270,149053,578420,1,407666,0,4126,2,614,0
2452,0,19,5232539,547198,148087,266708,456192,1,253430,0,4672,2,515,0
2453,2,14,92495,29966,8498,225799,182678,3,345611,0,3329,1,967,2
2454,4,8,5484924,206961,142769,143403,420917,1,238814,3,2502,1,806,2
2455,6,18,481084,75622,330236,161463,513996,1,128237,3,1652,3,766,0
2456,4,10,4566938,195260,98551,193673,181044,3,315311,0,2977,1,603,0
2457,1,14,2664920,72817,81068,241479,515134,1,263912,0,823,0,111,1
2458,4,4,6227492,199403,78893,148964,407563,1,38510,2,4775,2,271,1
2459,6,12,280151,86078,267586,68938,277181,0,332619,0,3214,1,771,0
2461,7,19,5467716,434513,245014,138024,521007,1,282893,0,2521,1,337,1
2463,0,7,4902341,698624,264949,293481,53534,2,268501,0,3132,1,786,0
2464,4,15,5465757,185781,75548,118492,451887,1,129471,3,3022,1,620,0
2465,3,10,3248486,97930,94484,135046,365325,0,267239,0,3664,1,107,1
2466,4,16,7092346,177226,72270,33476,473199,1,196274,3,2507,1,711,0
2467,8,13,1600198,98884,55649,164356,276016,0,33761,2,1087,3,739,0
2468,4,5,6391136,211410,82581,40845,194902,3,133223,3,1981,3,873,2
2469,1,11,2833555,89867,67598,174254,67386,3,401195,0,1123,3,776,0
2470,1,2,3115011,88746,36864,161850,510605,1,436027,0,611,0,746,0
2471,6,3,316644,91863,361491,211909,212550,0,208376,3,1785,3,115,1
2472,1,11,2851750,74283,33090,157302,111647,3,48984,2,4204,2,744,0
2473,8,11,2944045,162266,41886,135209,78703,3,188164,3,2928,1,188,1
2474,4,19,7645474,243823,101271,157631,271542,0,72518,2,4804,2,423,1
2475,2,7,68765,22099,6716,214925,423702,1,148729,3,3116,1,587,0
2477,6,16,427323,50372,379925,89468,596511,1,185691,3,3990,1,367,1
2478,4,10,7649615,176687,114088,169330,489541,1,456822,0,2044,1,611,0
2479,3,14,2277286,197174,44266,180257,63313,3,444953,0,4086,2,364,1
2480,8,12,3122632,168150,49747,241838,256915,0,447044,0,1402,3,536,0
2481,7,14,5542544,344041,207049,44188,216079,0,115691,3,4530,2,507,0
2482,0,12,5487146,683595,126575,235328,483577,1,393725,0,1286,3,647,0
2483,1,9,2212375,51890,71437,292601,549309,1,465558,0,1560,3,797,0
2486,0,19,5335698,659078,145985,123564,220738,0,352773,0,892,0,696,0
2487,0,16,3630130,563728,281593,57088,418085,1,105768,3,4104,2,128,1
